OriginalMfold_NewestMfold,OriginalMfold_true,OriginalMfold_Nussinov,OriginalMfold_MfoldWebversion,NewestMfold_OriginalMfold,NewestMfold_true,NewestMfold_Nussinov,NewestMfold_MfoldWebversion,true_OriginalMfold,true_NewestMfold,true_Nussinov,true_MfoldWebversion,Nussinov_OriginalMfold,Nussinov_NewestMfold,Nussinov_true,Nussinov_MfoldWebversion,MfoldWebversion_OriginalMfold,MfoldWebversion_NewestMfold,MfoldWebversion_true,MfoldWebversion_Nussinov,length,type
0.7999999485000029,0.7499999486250033,0.7333332817283985,0.9767441338020576,0.7999999485000029,0.8055555033179043,0.7317072660321269,0.8205127687048024,0.7499999486250033,0.8055555033179043,0.7317072660321269,0.7435896919789644,0.7333332817283985,0.7317072660321269,0.7317072660321269,0.7045454030475241,0.9767441338020576,0.8205127687048024,0.7435896919789644,0.7045454030475241,67,tRNA
0.95238090022676,0.6999999482500036,0.6818181306818217,0.95238090022676,0.95238090022676,0.7380951864512505,0.7391303832703248,0.9999999477272752,0.6999999482500036,0.7380951864512505,0.8409090394111599,0.7380951864512505,0.6818181306818217,0.7391303832703248,0.8409090394111599,0.7391303832703248,0.95238090022676,0.9999999477272752,0.7380951864512505,0.7391303832703248,67,tRNA
0.8627450463667848,0.9374999481336831,0.7333332823209909,0.9999999480000024,0.8627450463667848,0.8775509688046675,0.7826086448015153,0.8627450463667848,0.9374999481336831,0.8775509688046675,0.7441859950243408,0.9374999481336831,0.7333332823209909,0.7826086448015153,0.7441859950243408,0.7333332823209909,0.9999999480000024,0.8627450463667848,0.9374999481336831,0.7333332823209909,69,otherrRNA
0.8301886278390914,0.7799999484400032,0.6458332820746565,0.9074073560013745,0.8301886278390914,0.8113207033463896,0.7058823020376811,0.8596490713142535,0.7799999484400032,0.8113207033463896,0.6666666153645869,0.8148147635802498,0.6458332820746565,0.7058823020376811,0.6666666153645869,0.6538461032544416,0.9074073560013745,0.8596490713142535,0.8148147635802498,0.6538461032544416,78,otherrRNA
0.5999999486250042,0.5945945439006614,0.6279069253109829,0.8636363117768624,0.5999999486250042,0.4285713777142915,0.5121950709696657,0.6428570917800491,0.5945945439006614,0.4285713777142915,0.5263157393351845,0.5128204631163753,0.6279069253109829,0.5121950709696657,0.5263157393351845,0.6444443930370408,0.8636363117768624,0.6428570917800491,0.5128204631163753,0.6444443930370408,94,16SrRNA
0.8484847971992684,0.779660966331517,0.8285713775510235,0.9253730829583453,0.8484847971992684,0.7118643562769353,0.8428570918163295,0.8805969636221905,0.779660966331517,0.7118643562769353,0.7619047122197058,0.7666666162777808,0.8285713775510235,0.8428570918163295,0.7619047122197058,0.8591548784566584,0.9253730829583453,0.8805969636221905,0.7666666162777808,0.8591548784566584,104,other
0.7681158910102953,0.9583332820023175,0.7746478362428122,0.9014083994445574,0.7681158910102953,0.7971013982146641,0.7941175959342593,0.7794117136029444,0.9583332820023175,0.7971013982146641,0.8169013573100605,0.9295774134893898,0.7746478362428122,0.7941175959342593,0.8169013573100605,0.7714285203265339,0.9014083994445574,0.7794117136029444,0.9295774134893898,0.7714285203265339,104,sncRNA
0.7884614870192339,0.615384564275152,0.6206896043400753,0.6363635852231444,0.7884614870192339,0.5799999488400043,0.5535713781568922,0.5849056094339665,0.615384564275152,0.5799999488400043,0.571428520982147,0.7924527788536878,0.6206896043400753,0.5535713781568922,0.571428520982147,0.677966050675097,0.6363635852231444,0.5849056094339665,0.7924527788536878,0.677966050675097,105,5SrRNA
0.9253730829583453,0.5999999498888929,0.8611110600694474,0.8461537949585829,0.9253730829583453,0.661016898735999,0.8309858645705248,0.8906249486572294,0.5999999498888929,0.661016898735999,0.6249999507812537,0.7017543351185015,0.8611110600694474,0.8309858645705248,0.6249999507812537,0.811594152236928,0.8461537949585829,0.8906249486572294,0.7017543351185015,0.811594152236928,106,5SrRNA
0.9218749485595731,0.49999995078875636,0.7462686057028325,0.7499999488281285,0.9218749485595731,0.5555555062414308,0.7164178594787293,0.7343749488525425,0.49999995078875636,0.5555555062414308,0.45614030267775196,0.5925925432098804,0.7462686057028325,0.7164178594787293,0.45614030267775196,0.6567163670305228,0.7499999488281285,0.7343749488525425,0.5925925432098804,0.6567163670305228,106,5SrRNA
0.6562499490234412,0.6190475681783865,0.6999999491632688,0.701492486277571,0.6562499490234412,0.6885245390486465,0.7205881846237058,0.7538461027929028,0.6190475681783865,0.6885245390486465,0.6567163674760562,0.6093749492431682,0.6999999491632688,0.7205881846237058,0.6567163674760562,0.704225301210081,0.701492486277571,0.7538461027929028,0.6093749492431682,0.704225301210081,107,5SrRNA
0.876712277575533,0.8915662145739613,0.8947367909626066,0.946666615413336,0.876712277575533,0.8536584862879268,0.8533332822755585,0.8783783272279065,0.8915662145739613,0.8536584862879268,0.8823528904775115,0.8928570922477352,0.8947367909626066,0.8533332822755585,0.8823528904775115,0.8701298190082674,0.946666615413336,0.8783783272279065,0.8928570922477352,0.8701298190082674,108,other
0.9230768716686418,0.7719297744536812,0.7323943154136118,0.7794117136029444,0.9230768716686418,0.7857142353316356,0.7428570921632687,0.7761193519269357,0.7719297744536812,0.7857142353316356,0.661290274063479,0.6949152047974754,0.7323943154136118,0.7428570921632687,0.661290274063479,0.82191775717771,0.7794117136029444,0.7761193519269357,0.6949152047974754,0.82191775717771,108,tRNA
0.6716417403207879,0.7352940669550206,0.6363635855831077,0.712121161225899,0.6716417403207879,0.8219177571026489,0.8169013573100605,0.8028168502876446,0.7352940669550206,0.8219177571026489,0.7361110601273182,0.9027777265625028,0.6363635855831077,0.8169013573100605,0.7361110601273182,0.7571428060612277,0.712121161225899,0.8028168502876446,0.9027777265625028,0.7571428060612277,111,5SrRNA
0.8285713774285745,0.7460316951625127,0.7916666157214538,0.942857091551023,0.8285713774285745,0.6307691803787021,0.8243242732468986,0.8472221710455277,0.7460316951625127,0.6307691803787021,0.6716417409445347,0.7538461032662753,0.7916666157214538,0.8243242732468986,0.6716417409445347,0.8378377867421505,0.942857091551023,0.8472221710455277,0.7538461032662753,0.8378377867421505,111,5SrRNA
0.728571377693881,0.911764654584778,0.6575341961343629,0.911764654584778,0.728571377693881,0.7638888378665156,0.7792207282847056,0.7638888378665156,0.911764654584778,0.7638888378665156,0.6666666160000038,0.999999948571431,0.6575341961343629,0.7792207282847056,0.6666666160000038,0.6666666160000038,0.911764654584778,0.7638888378665156,0.999999948571431,0.6666666160000038,114,other
0.7846153334201217,0.6153845644497082,0.6470587727508689,0.861538410224855,0.7846153334201217,0.6212120702708948,0.6811593693971891,0.7727272215564771,0.6153845644497082,0.6212120702708948,0.5652173405797145,0.5757575248852201,0.6470587727508689,0.6811593693971891,0.5652173405797145,0.7101448766015578,0.861538410224855,0.7727272215564771,0.5757575248852201,0.7101448766015578,117,5SrRNA
0.864197479865877,0.8374999490781281,0.788235243197235,0.9518071777761676,0.864197479865877,0.7922077411873871,0.7804877540452144,0.8749999489375029,0.8374999490781281,0.7922077411873871,0.7654320480109772,0.8734176704855019,0.788235243197235,0.7804877540452144,0.7654320480109772,0.7857142348072593,0.9518071777761676,0.8749999489375029,0.8734176704855019,0.7857142348072593,124,5SrRNA
0.7499999490477873,0.5454544953627224,0.6499999494687538,0.6410255903353097,0.7499999490477873,0.5735293620025992,0.6341462908090462,0.612499949265629,0.5454544953627224,0.5735293620025992,0.6111110621527815,0.6428570934081668,0.6499999494687538,0.6341462908090462,0.6111110621527815,0.6904761396825433,0.6410255903353097,0.612499949265629,0.6428570934081668,0.6904761396825433,134,5SrRNA
0.8124999491093782,0.9756097049375398,0.7191010729453386,0.0,0.8124999491093782,0.807692256689681,0.6823528909342595,0.0,0.9756097049375398,0.807692256689681,0.7011493748051296,0.0,0.7191010729453386,0.6823528909342595,0.7011493748051296,0.0,0.0,0.0,0.0,0.0,134,otherrRNA
0.8598130333478935,0.9115043740073644,0.7807017037626994,0.8962263643200455,0.8598130333478935,0.8454544948347137,0.7297296792711664,0.8155339297954598,0.9115043740073644,0.8454544948347137,0.7863247356563695,0.8990825181887073,0.7807017037626994,0.7297296792711664,0.7863247356563695,0.736363585958681,0.8962263643200455,0.8155339297954598,0.8990825181887073,0.736363585958681,151,other
0.9899999490100025,0.7956988741588654,0.7378640269959502,0.9361701619737465,0.9899999490100025,0.7956988741588654,0.7281552891412985,0.9255318641127234,0.7956988741588654,0.7956988741588654,0.6874999498263924,0.8045976502312093,0.7378640269959502,0.7281552891412985,0.6874999498263924,0.7010308775427817,0.9361701619737465,0.9255318641127234,0.8045976502312093,0.7010308775427817,152,sncRNA
0.8799999491400029,0.8032786392098927,0.7809523302494363,0.0,0.8799999491400029,0.7916666176875029,0.796116454199268,0.0,0.8032786392098927,0.7916666176875029,0.7919999502912031,0.0,0.7809523302494363,0.796116454199268,0.7919999502912031,0.0,0.0,0.0,0.0,0.0,161,other
0.6761904256598678,0.5913978004971713,0.7327585701917394,0.0,0.6761904256598678,0.4772726776601291,0.747747697565136,0.0,0.5913978004971713,0.4772726776601291,0.5353534875114826,0.0,0.7327585701917394,0.747747697565136,0.5353534875114826,0.0,0.0,0.0,0.0,0.0,189,16SrRNA
0.681318630720931,0.47887319496132114,0.6836734187109575,0.0,0.681318630720931,0.49999995383379653,0.6236558635911705,0.0,0.47887319496132114,0.49999995383379653,0.41095886038656865,0.0,0.6836734187109575,0.6236558635911705,0.41095886038656865,0.0,0.0,0.0,0.0,0.0,189,otherrRNA
0.9304347318336511,0.710280323696396,0.7203389324403942,0.8495574714699692,0.9304347318336511,0.7307691803624294,0.7217390798412132,0.8181817674545485,0.710280323696396,0.7307691803624294,0.598130791090929,0.6274509299500232,0.7203389324403942,0.7217390798412132,0.598130791090929,0.7256636662698757,0.8495574714699692,0.8181817674545485,0.6274509299500232,0.7256636662698757,203,16SrRNA
0.6718749497802772,0.7716534930745893,0.6449274857645492,0.9411764199070096,0.6718749497802772,0.6153845648623022,0.68749994976807,0.7063491559901774,0.7716534930745893,0.6153845648623022,0.6062991624961291,0.7759999496384032,0.6449274857645492,0.68749994976807,0.6062991624961291,0.6249999495512584,0.9411764199070096,0.7063491559901774,0.7759999496384032,0.6249999495512584,223,other
0.8136645457698422,0.7951806724415766,0.7771083832958371,0.807228865205403,0.8136645457698422,0.7999999495610683,0.7878787374472023,0.8060605556180013,0.7951806724415766,0.7999999495610683,0.7705881848408337,0.8588234789065773,0.7771083832958371,0.7878787374472023,0.7705881848408337,0.7823528907162662,0.807228865205403,0.8060605556180013,0.8588234789065773,0.7823528907162662,237,sncRNA
0.7658227343254318,0.7948717443704831,0.7222221718068926,0.793749949511722,0.7658227343254318,0.7435896931213052,0.7222221718068926,0.7437499495429721,0.7948717443704831,0.7435896931213052,0.7249999496171909,0.8037974178777471,0.7222221718068926,0.7222221718068926,0.7249999496171909,0.7499999495501222,0.793749949511722,0.7437499495429721,0.8037974178777471,0.7499999495501222,259,16SrRNA
0.719999949668575,0.7599999496457176,0.6868131367316784,0.6927373799694178,0.719999949668575,0.8296702792144699,0.7407406904174049,0.7849461861602529,0.7599999496457176,0.8296702792144699,0.7460316957056108,0.8387096269915628,0.6868131367316784,0.7407406904174049,0.7460316957056108,0.740932592115228,0.6927373799694178,0.7849461861602529,0.8387096269915628,0.740932592115228,270,sncRNA
0.7018633036186911,0.7317072666939356,0.7125748000179316,0.0,0.7018633036186911,0.77844306332246,0.7529411260899687,0.0,0.7317072666939356,0.77844306332246,0.6994219149286681,0.0,0.7125748000179316,0.7529411260899687,0.6994219149286681,0.0,0.0,0.0,0.0,0.0,275,other
0.7034883216907823,0.7861271171773228,0.6888888385617321,0.8092485044471948,0.7034883216907823,0.6608186630655624,0.7696628710169202,0.7543859144728325,0.7861271171773228,0.6608186630655624,0.7094971563840116,0.825581344868851,0.6888888385617321,0.7696628710169202,0.7094971563840116,0.7206703407353113,0.8092485044471948,0.7543859144728325,0.825581344868851,0.7206703407353113,278,sncRNA
0.8488888385125956,0.5088756946395473,0.7820512318083894,0.8869564713875264,0.8488888385125956,0.5235293668823567,0.7957446305857886,0.8831168327580096,0.5088756946395473,0.5235293668823567,0.5307262132798637,0.582857098599187,0.7820512318083894,0.7957446305857886,0.5307262132798637,0.8083332830104197,0.8869564713875264,0.8831168327580096,0.582857098599187,0.8083332830104197,330,sncRNA
0.6642065923938981,0.6666666166339758,0.6742670507835663,0.7272726771382496,0.6642065923938981,0.6679841395538165,0.6079136196845442,0.6809338020454547,0.6666666166339758,0.6679841395538165,0.6332179432346393,0.6156715915724589,0.6742670507835663,0.6079136196845442,0.6332179432346393,0.6245733288832757,0.7272726771382496,0.6809338020454547,0.6156715915724589,0.6245733288832757,526,16SrRNA
0.6738461038097078,0.6312499500839882,0.6229507696825863,0.0,0.6738461038097078,0.617940149144053,0.6368875585836645,0.0,0.6312499500839882,0.617940149144053,0.6432748045176331,0.0,0.6229507696825863,0.6368875585836645,0.6432748045176331,0.0,0.0,0.0,0.0,0.0,653,otherrRNA
0.7582417080753565,0.7346071685928245,0.6906779160280846,0.7499999498454664,0.7582417080753565,0.7266948651577347,0.6934460387129106,0.7462038543993332,0.7346071685928245,0.7266948651577347,0.6973414631500405,0.8071278324569646,0.6906779160280846,0.6934460387129106,0.6973414631500405,0.7092049708036483,0.7499999498454664,0.7462038543993332,0.8071278324569646,0.7092049708036483,747,other
